id,wave,track,part,section,subsubject,domain,topic,item_archetype,cognitive_demand,difficulty,access,language,stimulus_id,stem,choice_A,choice_B,choice_C,choice_D,choice_E,correct_choice,rationale,solution_steps,high_yield_takeaway,estimated_time_seconds,calculator_policy,diagram_required,originality_check,accuracy_review,status
DOST-W1-058,1,Undergraduate,Part II — Power Test,English,English,ENG3 — Vocabulary and Word Relationships,vocabulary in context,ENG-EQV,Recognition/Recall,Moderate,Premium,English,,The word **corroborate** most nearly means:,contradict,confirm with supporting evidence,simplify,memorize,,B,To corroborate is to strengthen or confirm a statement with additional evidence.,,"Use context and word parts, then test the choice in the sentence.",40,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W1-059,1,Undergraduate,Part II — Power Test,English,English,ENG4 — Sentence Equivalence and Paraphrase,meaning and revision,ENG-EQV,Analysis/Evaluation,Difficult,Free,English,,Choose the sentence that best preserves the meaning: “Only applicants who submitted complete documents were interviewed.”,Every applicant was interviewed after submitting documents.,Applicants with incomplete documents were not interviewed.,Some applicants were interviewed without documents.,Interviews were optional for complete applicants.,,B,The original sets complete documents as a necessary condition for being interviewed.,,"Preserve the original meaning, degree of certainty, and logical relationship.",70,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W1-060,1,Undergraduate,Part II — Power Test,English,English,ENG4 — Sentence Equivalence and Paraphrase,meaning and revision,ENG-EQV,Analysis/Evaluation,Difficult,Premium,English,,"Choose the clearest and most concise revision: “Due to the fact that the road was flooded, the delivery was delayed.”",The delivery was delayed because the road was flooded.,The road was flooded due to the delivery delay.,"Because of the fact of flooding, delay happened.","The delivery, which was delayed, flooded the road.",,A,The revision preserves cause and effect without unnecessary wording.,,"Preserve the original meaning, degree of certainty, and logical relationship.",70,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W1-061,1,Undergraduate,Part II — Power Test,English,English,ENG4 — Sentence Equivalence and Paraphrase,meaning and revision,ENG-EQV,Analysis/Evaluation,Difficult,Premium,English,,Which sentence best combines the ideas? “The sample was small. The result should be interpreted cautiously.”,"The sample was small, so the result should be interpreted cautiously.","The sample was small, but the result was definitely true.","Although the result was cautious, the sample was small.",The result interpreted the small sample.,,A,"A small sample is a reason for caution, so 'so' accurately expresses the relationship.",,"Preserve the original meaning, degree of certainty, and logical relationship.",70,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W1-062,1,Undergraduate,Part II — Power Test,English,English,ENG4 — Sentence Equivalence and Paraphrase,meaning and revision,ENG-EQV,Analysis/Evaluation,Difficult,Premium,English,,"Choose the option with the same meaning: “Unless the sensor is recalibrated, the readings will remain unreliable.”",The readings will become reliable even without recalibration.,The sensor must be recalibrated for the readings to become reliable.,Recalibration guarantees that every reading is exact.,The readings caused the sensor to fail.,,B,Unless introduces a necessary condition: recalibration is needed for reliable readings.,,"Preserve the original meaning, degree of certainty, and logical relationship.",70,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W1-063,1,Undergraduate,Part II — Power Test,English,English,ENG4 — Sentence Equivalence and Paraphrase,meaning and revision,ENG-EQV,Analysis/Evaluation,Difficult,Premium,English,,Which sentence best restates the claim without exaggeration? “The pilot study suggests that the method may reduce processing time.”,The method always eliminates processing time.,The pilot study provides preliminary evidence that the method could reduce processing time.,The method has been proven to work in all settings.,Processing time is no longer a concern.,,B,The restatement preserves the tentative strength of 'suggests' and 'may.',,"Preserve the original meaning, degree of certainty, and logical relationship.",70,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W1-064,1,Undergraduate,Part II — Power Test,English,English,ENG4 — Sentence Equivalence and Paraphrase,meaning and revision,ENG-EQV,Analysis/Evaluation,Difficult,Premium,English,,Choose the best revision: “The students discussed about the results and agreed to repeat the trial.”,The students discussed the results and agreed to repeat the trial.,The students discussed on the results and agreed repeating the trial.,The students discussed about the results and agreed on repeat the trial.,The students had a discussion about on the results.,,A,"'Discuss' does not require 'about,' and 'agreed to repeat' is the correct construction.",,"Preserve the original meaning, degree of certainty, and logical relationship.",70,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W1-065,1,Undergraduate,Part II — Power Test,English,English,ENG4 — Sentence Equivalence and Paraphrase,meaning and revision,ENG-EQV,Analysis/Evaluation,Difficult,Premium,English,,Which sentence maintains parallel structure?,"The project aims to reduce waste, conserving water, and lower costs.","The project aims to reduce waste, conserve water, and lower costs.","The project aims at reducing waste, to conserve water, and lower costs.","The project aims to reduction of waste, conserve water, and lowering costs.",,B,"All three verbs use the same base form: reduce, conserve, and lower.",,"Preserve the original meaning, degree of certainty, and logical relationship.",70,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W1-066,1,Undergraduate,Part II — Power Test,English,English,ENG4 — Sentence Equivalence and Paraphrase,meaning and revision,ENG-EQV,Analysis/Evaluation,Difficult,Premium,English,,"Choose the most logical transition: “The first prototype was inexpensive to build. _____, it failed after only two hours of testing.”",Similarly,For example,However,Therefore,,C,"The second sentence contrasts low cost with poor durability, so 'However' is appropriate.",,"Preserve the original meaning, degree of certainty, and logical relationship.",70,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W1-067,1,Undergraduate,Part II — Power Test,English,English,ENG5 — Paragraph Development and Organization,paragraph organization,ENG-PASS,Analysis/Evaluation,Difficult,Premium,English,,"A paragraph first defines urban heat islands, then explains how concrete and limited vegetation contribute to them. What is the dominant pattern of development?",chronological order,definition with cause-and-effect explanation,problem-solution only,comparison without explanation,,B,The paragraph introduces the term and then explains causes.,,Match the organizational pattern to the writer's purpose and evidence.,65,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W1-068,1,Undergraduate,Part II — Power Test,English,English,ENG5 — Paragraph Development and Organization,paragraph organization,ENG-PASS,Analysis/Evaluation,Difficult,Premium,English,,"A paragraph describes solar and wind energy side by side in terms of cost, reliability, and environmental impact. What pattern is used?",comparison-contrast,classification,narration,spatial order,,A,The same criteria are applied to two subjects to show similarities and differences.,,Match the organizational pattern to the writer's purpose and evidence.,65,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W1-069,1,Undergraduate,Part II — Power Test,English,English,ENG5 — Paragraph Development and Organization,paragraph organization,ENG-PASS,Analysis/Evaluation,Difficult,Premium,English,,Which sentence best concludes a paragraph arguing that schools should maintain emergency water supplies?,Water is a compound made of hydrogen and oxygen.,"Therefore, a regularly inspected water reserve should be part of every school's disaster plan.",Many students bring colored tumblers.,Some rainfall occurs during the wet season.,,B,The conclusion restates the recommendation and connects it to disaster preparedness.,,Match the organizational pattern to the writer's purpose and evidence.,65,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W1-070,1,Undergraduate,Part II — Power Test,English,English,ENG5 — Paragraph Development and Organization,paragraph organization,ENG-PASS,Analysis/Evaluation,Difficult,Premium,English,,A paragraph presents the steps for testing the acidity of rainwater from collection to measurement. Which pattern is most appropriate?,process,classification,comparison,cause only,,A,A sequence of steps uses process organization.,,Match the organizational pattern to the writer's purpose and evidence.,65,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W1-071,1,Undergraduate,Part II — Power Test,English,English,ENG5 — Paragraph Development and Organization,paragraph organization,ENG-PASS,Analysis/Evaluation,Difficult,Premium,English,,Which detail would best support the claim that mangroves reduce coastal damage?,Mangrove leaves are green.,Coastal villages behind dense mangrove belts recorded lower wave impact than nearby cleared areas during the same storm.,Some mangroves grow slowly.,Mangroves have scientific names.,,B,The evidence directly compares wave impact under similar storm conditions.,,Match the organizational pattern to the writer's purpose and evidence.,65,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W1-072,1,Undergraduate,Part II — Power Test,English,English,ENG5 — Paragraph Development and Organization,paragraph organization,ENG-PASS,Analysis/Evaluation,Difficult,Premium,English,,Which sentence is least relevant in a paragraph about conserving electricity in classrooms?,Turn off lights in empty rooms.,Use natural daylight when practical.,Unplug chargers that are not in use.,The school basketball team won its final game.,,D,The basketball result does not support the topic of classroom electricity conservation.,,Match the organizational pattern to the writer's purpose and evidence.,65,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W1-073,1,Undergraduate,Part II — Power Test,English,English,ENG6 — Reading Comprehension,"main idea, detail, and inference",ENG-PASS,Analysis/Evaluation,Difficult,Premium,English,ENG-P1,What is the main idea of the passage?,Rain gauges are difficult to construct.,Measurement procedures and instrument placement affect the reliability of rainfall data.,Tall buildings always cause less rainfall.,Students should stop collecting weather data.,,B,"The passage emphasizes standard procedure, a placement problem, and correction to improve reliability.",,"Base the answer on what the passage supports, not on outside assumptions.",90,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W1-074,1,Undergraduate,Part II — Power Test,English,English,ENG6 — Reading Comprehension,"main idea, detail, and inference",ENG-PASS,Analysis/Evaluation,Difficult,Premium,English,ENG-P1,Why did the class relocate some gauges?,The containers were too expensive.,The gauges near buildings appeared to underestimate rainfall.,The month had no rain.,The groups measured at different times.,,B,The consistent lower readings near buildings suggested obstruction or poor placement.,,"Base the answer on what the passage supports, not on outside assumptions.",90,No calculator,False,Passed,Passed,Approved for Distribution
