id,wave,track,part,section,subsubject,domain,topic,item_archetype,cognitive_demand,difficulty,access,language,stimulus_id,stem,choice_A,choice_B,choice_C,choice_D,correct_choice,rationale,solution_steps,high_yield_takeaway,estimated_time_seconds,calculator_policy,diagram_required,originality_check,accuracy_review,status
DOST-W4-056,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,"NVR1 — Identical Figure, Rotation, and Reflection",rotation preserving internal order,NVR-ROT,Analysis/Evaluation,Moderate,Free,English,W4-NVRROT-010,Wave 4 Rotation Set 1: Which option is the reference figure after rotation only?,[visual choice],[visual choice],[visual choice],[visual choice],D,"The correct option preserves the same handed arrangement of the tail, circle, diamond, and internal line.",,Rotation preserves clockwise order; reflection reverses it.,80,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-057,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,"NVR1 — Identical Figure, Rotation, and Reflection",rotation preserving internal order,NVR-ROT,Analysis/Evaluation,Moderate,Free,English,W4-NVRROT-011,Wave 4 Rotation Set 2: Which option is the reference figure after rotation only?,[visual choice],[visual choice],[visual choice],[visual choice],A,"The correct option preserves the same handed arrangement of the tail, circle, diamond, and internal line.",,Rotation preserves clockwise order; reflection reverses it.,80,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-058,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,"NVR1 — Identical Figure, Rotation, and Reflection",rotation preserving internal order,NVR-ROT,Analysis/Evaluation,Moderate,Free,English,W4-NVRROT-012,Wave 4 Rotation Set 3: Which option is the reference figure after rotation only?,[visual choice],[visual choice],[visual choice],[visual choice],B,"The correct option preserves the same handed arrangement of the tail, circle, diamond, and internal line.",,Rotation preserves clockwise order; reflection reverses it.,80,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-059,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,"NVR1 — Identical Figure, Rotation, and Reflection",rotation preserving internal order,NVR-ROT,Analysis/Evaluation,Moderate,Free,English,W4-NVRROT-013,Wave 4 Rotation Set 4: Which option is the reference figure after rotation only?,[visual choice],[visual choice],[visual choice],[visual choice],C,"The correct option preserves the same handed arrangement of the tail, circle, diamond, and internal line.",,Rotation preserves clockwise order; reflection reverses it.,80,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-060,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,"NVR1 — Identical Figure, Rotation, and Reflection",rotation preserving internal order,NVR-ROT,Analysis/Evaluation,Moderate,Free,English,W4-NVRROT-014,Wave 4 Rotation Set 5: Which option is the reference figure after rotation only?,[visual choice],[visual choice],[visual choice],[visual choice],D,"The correct option preserves the same handed arrangement of the tail, circle, diamond, and internal line.",,Rotation preserves clockwise order; reflection reverses it.,80,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-061,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,"NVR1 — Identical Figure, Rotation, and Reflection",rotation preserving internal order,NVR-ROT,Analysis/Evaluation,Moderate,Premium,English,W4-NVRROT-015,Wave 4 Rotation Set 6: Which option is the reference figure after rotation only?,[visual choice],[visual choice],[visual choice],[visual choice],A,"The correct option preserves the same handed arrangement of the tail, circle, diamond, and internal line.",,Rotation preserves clockwise order; reflection reverses it.,80,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-062,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,"NVR1 — Identical Figure, Rotation, and Reflection",rotation preserving internal order,NVR-ROT,Analysis/Evaluation,Moderate,Premium,English,W4-NVRROT-016,Wave 4 Rotation Set 7: Which option is the reference figure after rotation only?,[visual choice],[visual choice],[visual choice],[visual choice],B,"The correct option preserves the same handed arrangement of the tail, circle, diamond, and internal line.",,Rotation preserves clockwise order; reflection reverses it.,80,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-063,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,"NVR1 — Identical Figure, Rotation, and Reflection",rotation preserving internal order,NVR-ROT,Analysis/Evaluation,Moderate,Premium,English,W4-NVRROT-017,Wave 4 Rotation Set 8: Which option is the reference figure after rotation only?,[visual choice],[visual choice],[visual choice],[visual choice],C,"The correct option preserves the same handed arrangement of the tail, circle, diamond, and internal line.",,Rotation preserves clockwise order; reflection reverses it.,80,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-064,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,"NVR1 — Identical Figure, Rotation, and Reflection",rotation preserving internal order,NVR-ROT,Analysis/Evaluation,Moderate,Premium,English,W4-NVRROT-018,Wave 4 Rotation Set 9: Which option is the reference figure after rotation only?,[visual choice],[visual choice],[visual choice],[visual choice],D,"The correct option preserves the same handed arrangement of the tail, circle, diamond, and internal line.",,Rotation preserves clockwise order; reflection reverses it.,80,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-065,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,"NVR1 — Identical Figure, Rotation, and Reflection",rotation preserving internal order,NVR-ROT,Analysis/Evaluation,Moderate,Premium,English,W4-NVRROT-019,Wave 4 Rotation Set 10: Which option is the reference figure after rotation only?,[visual choice],[visual choice],[visual choice],[visual choice],A,"The correct option preserves the same handed arrangement of the tail, circle, diamond, and internal line.",,Rotation preserves clockwise order; reflection reverses it.,80,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-066,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR2 — Figure Series and Matrices,"side-count, rotation, shading, and marker progression",NVR-SER,Multi-step Application,Easy,Free,English,W4-NVRSER-020,Wave 4 Figure Series 1: Which option completes the sequence?,[visual choice],[visual choice],[visual choice],[visual choice],B,"Each step adds one side, rotates the figure, alternates shading, and advances the marker.",,Track each feature in a separate mini-sequence.,95,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-067,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR2 — Figure Series and Matrices,"side-count, rotation, shading, and marker progression",NVR-SER,Multi-step Application,Easy,Premium,English,W4-NVRSER-021,Wave 4 Figure Series 2: Which option completes the sequence?,[visual choice],[visual choice],[visual choice],[visual choice],C,"Each step adds one side, rotates the figure, alternates shading, and advances the marker.",,Track each feature in a separate mini-sequence.,95,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-068,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR2 — Figure Series and Matrices,"side-count, rotation, shading, and marker progression",NVR-SER,Multi-step Application,Easy,Premium,English,W4-NVRSER-022,Wave 4 Figure Series 3: Which option completes the sequence?,[visual choice],[visual choice],[visual choice],[visual choice],D,"Each step adds one side, rotates the figure, alternates shading, and advances the marker.",,Track each feature in a separate mini-sequence.,95,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-069,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR2 — Figure Series and Matrices,"side-count, rotation, shading, and marker progression",NVR-SER,Multi-step Application,Easy,Premium,English,W4-NVRSER-023,Wave 4 Figure Series 4: Which option completes the sequence?,[visual choice],[visual choice],[visual choice],[visual choice],A,"Each step adds one side, rotates the figure, alternates shading, and advances the marker.",,Track each feature in a separate mini-sequence.,95,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-070,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR2 — Figure Series and Matrices,"side-count, rotation, shading, and marker progression",NVR-SER,Multi-step Application,Moderate,Premium,English,W4-NVRSER-024,Wave 4 Figure Series 5: Which option completes the sequence?,[visual choice],[visual choice],[visual choice],[visual choice],B,"Each step adds one side, rotates the figure, alternates shading, and advances the marker.",,Track each feature in a separate mini-sequence.,95,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-071,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR2 — Figure Series and Matrices,two-direction matrix progression,NVR-SER,Analysis/Evaluation,Difficult,Premium,English,W4-NVRMAT-025,Wave 4 Visual Matrix 1: Which option completes the lower-right cell?,[visual choice],[visual choice],[visual choice],[visual choice],C,"The same side-count, line-count, rotation, and fill progression occurs across rows and down columns.",,Confirm the rule in both directions.,110,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-072,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR2 — Figure Series and Matrices,two-direction matrix progression,NVR-SER,Analysis/Evaluation,Difficult,Premium,English,W4-NVRMAT-026,Wave 4 Visual Matrix 2: Which option completes the lower-right cell?,[visual choice],[visual choice],[visual choice],[visual choice],D,"The same side-count, line-count, rotation, and fill progression occurs across rows and down columns.",,Confirm the rule in both directions.,110,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-073,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR2 — Figure Series and Matrices,two-direction matrix progression,NVR-SER,Analysis/Evaluation,Difficult,Premium,English,W4-NVRMAT-027,Wave 4 Visual Matrix 3: Which option completes the lower-right cell?,[visual choice],[visual choice],[visual choice],[visual choice],A,"The same side-count, line-count, rotation, and fill progression occurs across rows and down columns.",,Confirm the rule in both directions.,110,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-074,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR2 — Figure Series and Matrices,two-direction matrix progression,NVR-SER,Analysis/Evaluation,Difficult,Premium,English,W4-NVRMAT-028,Wave 4 Visual Matrix 4: Which option completes the lower-right cell?,[visual choice],[visual choice],[visual choice],[visual choice],B,"The same side-count, line-count, rotation, and fill progression occurs across rows and down columns.",,Confirm the rule in both directions.,110,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-075,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR2 — Figure Series and Matrices,two-direction matrix progression,NVR-SER,Analysis/Evaluation,Difficult,Premium,English,W4-NVRMAT-029,Wave 4 Visual Matrix 5: Which option completes the lower-right cell?,[visual choice],[visual choice],[visual choice],[visual choice],C,"The same side-count, line-count, rotation, and fill progression occurs across rows and down columns.",,Confirm the rule in both directions.,110,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-076,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR3 — Odd One Out and Classification,rotation-invariant landmark relation,NVR-ROT,Analysis/Evaluation,Moderate,Free,English,,Wave 4 Classification Set 1: Which figure breaks the common rule?,[visual choice],[visual choice],[visual choice],[visual choice],D,Three options preserve the same marker-to-body relationship under rotation; one changes it.,,"Compare relative position, not absolute orientation.",80,No calculator,True,Passed,Passed,Approved for Distribution
